Latency,PowerConsumption,Number of Processors,Combined Tasks,MapTask1To,MapTask2To,MapTask3To,MapTask4To,MapTask5To,MapTask6To,MapTask7To,	MapTask8To,MapTask9To,MapTask10To,MapTask11To,NodeProcessorTypeDistribution,No_Proc_Preffered,Combi_Task,VSF1,VSF2,VSF3,VSF4,VSF5,VSF6,OSPolicy1,OSPolicy2,OSPolicy3,OSPolicy4,OSPolicy5,OSPolicy6
0.00357414188498222,0.04910598419429983,6,"(3, 4)","""Node2""","""Node3""","""Node2""","""Node3""","""Node4""","""Node6""","""Node1""","""Node3""","""Node5""","""Node5""","""Node4""","(0, 3, 3)",6,"(3, 4)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(5, 7)","""Node2""","""Node3""","""Node6""","""Node2""","""Node6""","""Node3""","""Node2""","""Node5""","""Node4""","""Node1""","""Node1""","(0, 3, 3)",6,"(5, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00355097287275732,0.042716722300504224,6,"(3, 4)","""Node3""","""Node5""","""Node3""","""Node3""","""Node4""","""Node5""","""Node2""","""Node3""","""Node6""","""Node1""","""Node4""","(1, 5, 0)",6,"(3, 4)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0040832621636464,0.04137905728699991,6,"(5, 8)","""Node5""","""Node6""","""Node4""","""Node5""","""Node3""","""Node6""","""Node4""","""Node2""","""Node1""","""Node2""","""Node2""","(1, 5, 0)",6,"(5, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00548881450956721,0.04119020522460061,6,"(5, 8)","""Node6""","""Node6""","""Node6""","""Node6""","""Node1""","""Node2""","""Node4""","""Node3""","""Node3""","""Node5""","""Node5""","(3, 3, 0)",6,"(5, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(5, 8)","""Node4""","""Node2""","""Node6""","""Node2""","""Node5""","""Node2""","""Node6""","""Node2""","""Node1""","""Node3""","""Node3""","(6, 0, 0)",6,"(5, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00430893301539469,0.03767371311998023,6,"(6, 8)","""Node2""","""Node2""","""Node4""","""Node2""","""Node5""","""Node1""","""Node4""","""Node2""","""Node3""","""Node6""","""Node5""","(6, 0, 0)",6,"(6, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(5, 6)","""Node2""","""Node3""","""Node2""","""Node2""","""Node4""","""Node5""","""Node1""","""Node3""","""Node4""","""Node1""","""Node5""","(1, 4, 0)",5,"(5, 6)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00467015534271744,0.0,5,"(6, 7)","""Node5""","""Node1""","""Node5""","""Node3""","""Node2""","""Node1""","""Node1""","""Node3""","""Node4""","""Node4""","""Node3""","(1, 4, 0)",5,"(6, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00518431389091919,0.04286438548760413,5,"(7, 8)","""Node4""","""Node4""","""Node4""","""Node4""","""Node3""","""Node5""","""Node1""","""Node3""","""Node3""","""Node2""","""Node5""","(1, 4, 0)",5,"(7, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00462675470210795,0.04123539409368557,5,"(5, 8)","""Node3""","""Node1""","""Node3""","""Node1""","""Node2""","""Node1""","""Node3""","""Node1""","""Node5""","""Node4""","""Node4""","(3, 0, 2)",5,"(5, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00429810842287764,0.04949597067676684,5,"(6, 7)","""Node1""","""Node5""","""Node1""","""Node3""","""Node4""","""Node5""","""Node4""","""Node2""","""Node4""","""Node3""","""Node3""","(3, 0, 2)",5,"(6, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00412569174396609,0.04758588011910013,6,"(6, 8)","""Node2""","""Node6""","""Node2""","""Node1""","""Node3""","""Node6""","""Node4""","""Node6""","""Node3""","""Node5""","""Node5""","(2, 0, 4)",6,"(6, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00422399570680995,0.0389626222067507,6,"(6, 8)","""Node6""","""Node2""","""Node6""","""Node6""","""Node5""","""Node1""","""Node2""","""Node1""","""Node4""","""Node3""","""Node5""","(4, 2, 0)",6,"(6, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00486263412171856,0.03839968899861447,6,"(5, 6)","""Node2""","""Node6""","""Node2""","""Node2""","""Node6""","""Node1""","""Node3""","""Node5""","""Node1""","""Node4""","""Node4""","(5, 1, 0)",6,"(5, 6)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00400587471021412,0.05299319134123872,6,"(5, 8)","""Node5""","""Node1""","""Node5""","""Node5""","""Node3""","""Node6""","""Node1""","""Node1""","""Node4""","""Node2""","""Node2""","(0, 0, 6)",6,"(5, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00423690453062232,0.05503651831415479,6,"(7, 8)","""Node4""","""Node6""","""Node4""","""Node4""","""Node2""","""Node1""","""Node3""","""Node6""","""Node5""","""Node6""","""Node1""","(0, 0, 6)",6,"(7, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(5, 7)","""Node2""","""Node3""","""Node2""","""Node2""","""Node5""","""Node1""","""Node6""","""Node3""","""Node4""","""Node6""","""Node6""","(0, 5, 1)",6,"(5, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00447125379054809,0.04433443226354034,6,"(7, 8)","""Node5""","""Node1""","""Node5""","""Node5""","""Node4""","""Node1""","""Node2""","""Node5""","""Node6""","""Node3""","""Node4""","(0, 5, 1)",6,"(7, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
