Latency,PowerConsumption,Number of Processors,MapTask1To,MapTask2To,MapTask3To,MapTask4To,MapTask5To,MapTask6To,MapTask7To,	MapTask8To,MapTask9To,MapTask10To,MapTask11To,NodeProcessorType1,NodeProcessorType2,NodeProcessorType3,NodeProcessorType4,NodeProcessorType5,NodeProcessorType6,VSF1,VSF2,VSF3,VSF4,VSF5,VSF6,OSPolicy1,OSPolicy2,OSPolicy3,OSPolicy4,OSPolicy5,OSPolicy6
99999.0,99999.0,99999,"""Node3""","""Node1""","""Node3""","""Node3""","""Node6""","""Node1""","""Node3""","""Node5""","""Node3""","""Node3""","""Node3""","""MIPS""","""Adreno""","""MIPS""","""Adreno""","""MIPS""","""Adreno""",0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"""Node6""","""Node5""","""Node6""","""Node4""","""Node3""","""Node5""","""Node6""","""Node4""","""Node5""","""Node4""","""Node5""","""Adreno""","""ARMv8""","""ARMv8""","""ARMv8""","""MIPS""","""MIPS""",0.5,0.5,0.6666666666666666,1.0,0.5,0.5,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""PB"""
99999.0,99999.0,99999,"""Node2""","""Node1""","""Node6""","""Node2""","""Node5""","""Node2""","""Node2""","""Node2""","""Node2""","""Node2""","""Node2""","""ARMv8""","""MIPS""","""Adreno""","""ARMv8""","""MIPS""","""ARMv8""",1.0,1.0,0.5,0.5,0.5,0.6666666666666666,"""FCFS""","""PB""","""PB""","""PB""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"""Node1""","""Node1""","""Node6""","""Node1""","""Node3""","""Node4""","""Node3""","""Node1""","""Node3""","""Node3""","""Node3""","""ARMv8""","""Adreno""","""ARMv8""","""MIPS""","""Adreno""","""Adreno""",1.0,0.5,1.0,0.5,0.6666666666666666,0.6666666666666666,"""PB""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node1""","""Node2""","""Node6""","""Node3""","""Node1""","""Node2""","""Node1""","""Node3""","""Node1""","""Node1""","""Node1""","""MIPS""","""MIPS""","""MIPS""","""Adreno""","""ARMv8""","""Adreno""",1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,"""FCFS""","""FCFS""","""FCFS""","""PB""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node5""","""Node1""","""Node2""","""Node5""","""Node3""","""Node1""","""Node5""","""Node1""","""Node5""","""Node5""","""Node5""","""ARMv8""","""ARMv8""","""Adreno""","""Adreno""","""MIPS""","""ARMv8""",1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,"""FCFS""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"""Node3""","""Node5""","""Node2""","""Node3""","""Node6""","""Node5""","""Node6""","""Node3""","""Node6""","""Node6""","""Node6""","""ARMv8""","""Adreno""","""Adreno""","""Adreno""","""Adreno""","""MIPS""",0.5,0.5,1.0,0.5,1.0,0.6666666666666666,"""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node5""","""Node5""","""Node4""","""Node3""","""Node6""","""Node5""","""Node3""","""Node3""","""Node3""","""Node3""","""Node3""","""Adreno""","""Adreno""","""MIPS""","""Adreno""","""ARMv8""","""Adreno""",0.5,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,"""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"""Node1""","""Node1""","""Node6""","""Node2""","""Node3""","""Node1""","""Node1""","""Node2""","""Node1""","""Node2""","""Node2""","""MIPS""","""MIPS""","""MIPS""","""Adreno""","""MIPS""","""MIPS""",1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.5,"""PB""","""PB""","""FCFS""","""PB""","""PB""","""FCFS"""
0.005313743577375771,0.05273347132081329,4,"""Node5""","""Node6""","""Node1""","""Node5""","""Node3""","""Node6""","""Node6""","""Node1""","""Node5""","""Node1""","""Node5""","""ARMv8""","""Adreno""","""Adreno""","""ARMv8""","""Adreno""","""ARMv8""",1.0,0.5,0.6666666666666666,0.5,1.0,1.0,"""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""","""PB"""
99999.0,99999.0,99999,"""Node4""","""Node5""","""Node3""","""Node4""","""Node1""","""Node5""","""Node3""","""Node4""","""Node3""","""Node3""","""Node3""","""MIPS""","""ARMv8""","""MIPS""","""ARMv8""","""MIPS""","""ARMv8""",0.5,0.5,0.5,0.6666666666666666,0.5,0.6666666666666666,"""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""","""PB"""
99999.0,99999.0,99999,"""Node2""","""Node1""","""Node2""","""Node2""","""Node5""","""Node3""","""Node2""","""Node1""","""Node2""","""Node2""","""Node2""","""ARMv8""","""MIPS""","""MIPS""","""Adreno""","""MIPS""","""MIPS""",0.5,1.0,0.5,0.5,0.6666666666666666,0.5,"""FCFS""","""FCFS""","""FCFS""","""PB""","""PB""","""FCFS"""
0.004695707645930611,0.04082125044106203,6,"""Node2""","""Node1""","""Node3""","""Node4""","""Node5""","""Node6""","""Node2""","""Node4""","""Node5""","""Node1""","""Node5""","""Adreno""","""MIPS""","""Adreno""","""MIPS""","""MIPS""","""ARMv8""",0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,"""PB""","""PB""","""FCFS""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"""Node5""","""Node6""","""Node3""","""Node5""","""Node1""","""Node6""","""Node3""","""Node5""","""Node1""","""Node3""","""Node1""","""ARMv8""","""Adreno""","""MIPS""","""ARMv8""","""Adreno""","""ARMv8""",0.5,0.5,0.5,0.5,1.0,0.5,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"""Node6""","""Node2""","""Node5""","""Node6""","""Node3""","""Node2""","""Node2""","""Node6""","""Node2""","""Node3""","""Node3""","""Adreno""","""Adreno""","""MIPS""","""Adreno""","""ARMv8""","""ARMv8""",0.6666666666666666,1.0,0.5,0.6666666666666666,0.5,1.0,"""PB""","""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"""Node2""","""Node5""","""Node1""","""Node2""","""Node3""","""Node5""","""Node3""","""Node2""","""Node3""","""Node5""","""Node5""","""Adreno""","""MIPS""","""Adreno""","""MIPS""","""MIPS""","""ARMv8""",0.5,0.5,1.0,0.5,0.6666666666666666,0.5,"""PB""","""FCFS""","""FCFS""","""PB""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node3""","""Node3""","""Node4""","""Node3""","""Node5""","""Node2""","""Node4""","""Node3""","""Node3""","""Node3""","""Node3""","""MIPS""","""Adreno""","""Adreno""","""Adreno""","""MIPS""","""ARMv8""",0.5,0.6666666666666666,1.0,0.6666666666666666,0.5,0.5,"""PB""","""FCFS""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"""Node6""","""Node3""","""Node6""","""Node6""","""Node5""","""Node2""","""Node6""","""Node6""","""Node6""","""Node6""","""Node6""","""Adreno""","""ARMv8""","""Adreno""","""ARMv8""","""ARMv8""","""MIPS""",0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"""Node1""","""Node5""","""Node6""","""Node3""","""Node1""","""Node5""","""Node1""","""Node3""","""Node1""","""Node1""","""Node1""","""MIPS""","""MIPS""","""Adreno""","""Adreno""","""ARMv8""","""MIPS""",1.0,0.5,1.0,0.5,0.6666666666666666,0.5,"""PB""","""FCFS""","""PB""","""PB""","""PB""","""FCFS"""
0.0049156765696071,0.041081347185031564,6,"""Node6""","""Node2""","""Node5""","""Node6""","""Node4""","""Node3""","""Node2""","""Node1""","""Node5""","""Node6""","""Node5""","""ARMv8""","""ARMv8""","""Adreno""","""ARMv8""","""MIPS""","""MIPS""",0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,"""PB""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB"""
0.0045531021027672295,0.04555983318617847,6,"""Node2""","""Node5""","""Node4""","""Node2""","""Node3""","""Node6""","""Node1""","""Node5""","""Node6""","""Node1""","""Node6""","""MIPS""","""ARMv8""","""ARMv8""","""MIPS""","""ARMv8""","""Adreno""",0.6666666666666666,1.0,0.6666666666666666,0.5,0.6666666666666666,1.0,"""FCFS""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"""Node3""","""Node5""","""Node6""","""Node3""","""Node4""","""Node5""","""Node4""","""Node3""","""Node4""","""Node4""","""Node4""","""MIPS""","""MIPS""","""MIPS""","""MIPS""","""MIPS""","""Adreno""",0.5,0.5,0.5,1.0,0.6666666666666666,0.5,"""PB""","""PB""","""FCFS""","""FCFS""","""PB""","""PB"""
0.00394168648968198,0.04803942376603953,5,"""Node2""","""Node5""","""Node3""","""Node2""","""Node4""","""Node5""","""Node3""","""Node2""","""Node3""","""Node5""","""Node6""","""Adreno""","""ARMv8""","""Adreno""","""ARMv8""","""MIPS""","""ARMv8""",0.5,1.0,1.0,1.0,1.0,0.5,"""FCFS""","""FCFS""","""PB""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"""Node6""","""Node2""","""Node6""","""Node4""","""Node3""","""Node2""","""Node6""","""Node4""","""Node6""","""Node4""","""Node4""","""ARMv8""","""Adreno""","""ARMv8""","""ARMv8""","""ARMv8""","""MIPS""",0.5,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node2""","""Node5""","""Node6""","""Node4""","""Node2""","""Node5""","""Node6""","""Node6""","""Node6""","""Node6""","""Node6""","""ARMv8""","""MIPS""","""ARMv8""","""Adreno""","""ARMv8""","""ARMv8""",0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,"""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"""Node1""","""Node3""","""Node6""","""Node1""","""Node2""","""Node2""","""Node3""","""Node1""","""Node2""","""Node1""","""Node2""","""ARMv8""","""MIPS""","""MIPS""","""Adreno""","""Adreno""","""Adreno""",0.6666666666666666,1.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,"""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node5""","""Node4""","""Node2""","""Node1""","""Node5""","""Node5""","""Node4""","""Node1""","""Node5""","""Node4""","""Node5""","""Adreno""","""ARMv8""","""Adreno""","""Adreno""","""Adreno""","""Adreno""",1.0,0.6666666666666666,0.5,0.5,1.0,0.5,"""FCFS""","""FCFS""","""FCFS""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"""Node1""","""Node3""","""Node6""","""Node4""","""Node1""","""Node3""","""Node3""","""Node4""","""Node3""","""Node3""","""Node3""","""ARMv8""","""Adreno""","""MIPS""","""Adreno""","""Adreno""","""Adreno""",1.0,0.5,1.0,1.0,0.5,1.0,"""FCFS""","""PB""","""FCFS""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"""Node3""","""Node4""","""Node5""","""Node3""","""Node1""","""Node4""","""Node3""","""Node5""","""Node1""","""Node3""","""Node3""","""ARMv8""","""Adreno""","""Adreno""","""ARMv8""","""ARMv8""","""Adreno""",0.5,0.5,0.6666666666666666,0.5,0.5,0.5,"""PB""","""PB""","""FCFS""","""FCFS""","""PB""","""PB"""
99999.0,99999.0,99999,"""Node4""","""Node4""","""Node1""","""Node4""","""Node6""","""Node4""","""Node2""","""Node4""","""Node4""","""Node4""","""Node4""","""Adreno""","""Adreno""","""Adreno""","""Adreno""","""Adreno""","""ARMv8""",0.6666666666666666,0.5,0.5,1.0,0.5,0.5,"""PB""","""PB""","""PB""","""PB""","""FCFS""","""PB"""
0.00328352099537659,0.042116273526571074,5,"""Node3""","""Node4""","""Node2""","""Node3""","""Node1""","""Node6""","""Node2""","""Node4""","""Node6""","""Node4""","""Node6""","""Adreno""","""Adreno""","""ARMv8""","""MIPS""","""MIPS""","""MIPS""",1.0,1.0,1.0,1.0,0.6666666666666666,1.0,"""PB""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node3""","""Node2""","""Node5""","""Node3""","""Node6""","""Node3""","""Node5""","""Node3""","""Node6""","""Node2""","""Node6""","""ARMv8""","""Adreno""","""MIPS""","""Adreno""","""ARMv8""","""Adreno""",0.5,0.6666666666666666,1.0,0.5,1.0,1.0,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"""Node5""","""Node2""","""Node6""","""Node5""","""Node4""","""Node2""","""Node6""","""Node5""","""Node4""","""Node5""","""Node4""","""Adreno""","""Adreno""","""Adreno""","""ARMv8""","""MIPS""","""MIPS""",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,"""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""","""FCFS"""
0.00390018719233176,0.04880473455370906,5,"""Node4""","""Node2""","""Node1""","""Node4""","""Node3""","""Node6""","""Node1""","""Node4""","""Node3""","""Node1""","""Node1""","""ARMv8""","""MIPS""","""Adreno""","""Adreno""","""ARMv8""","""Adreno""",1.0,0.6666666666666666,1.0,1.0,0.5,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""PB"""
0.0037238742917944296,0.047697551077772016,6,"""Node3""","""Node1""","""Node6""","""Node3""","""Node2""","""Node4""","""Node6""","""Node5""","""Node2""","""Node5""","""Node2""","""ARMv8""","""ARMv8""","""MIPS""","""ARMv8""","""Adreno""","""MIPS""",0.5,1.0,1.0,1.0,1.0,1.0,"""PB""","""FCFS""","""FCFS""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"""Node2""","""Node2""","""Node3""","""Node4""","""Node6""","""Node2""","""Node2""","""Node4""","""Node2""","""Node2""","""Node2""","""Adreno""","""MIPS""","""MIPS""","""MIPS""","""Adreno""","""Adreno""",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,"""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node1""","""Node1""","""Node5""","""Node4""","""Node3""","""Node4""","""Node1""","""Node4""","""Node1""","""Node1""","""Node1""","""MIPS""","""Adreno""","""Adreno""","""MIPS""","""ARMv8""","""ARMv8""",1.0,0.5,0.6666666666666666,1.0,0.5,0.5,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node3""","""Node2""","""Node1""","""Node3""","""Node4""","""Node2""","""Node1""","""Node3""","""Node1""","""Node4""","""Node4""","""Adreno""","""ARMv8""","""ARMv8""","""MIPS""","""ARMv8""","""Adreno""",0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,0.6666666666666666,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""PB"""
0.0062519100016547,0.04907418144666223,5,"""Node6""","""Node4""","""Node2""","""Node5""","""Node1""","""Node6""","""Node2""","""Node5""","""Node1""","""Node5""","""Node1""","""ARMv8""","""ARMv8""","""MIPS""","""Adreno""","""MIPS""","""Adreno""",1.0,1.0,0.5,0.6666666666666666,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node4""","""Node2""","""Node3""","""Node4""","""Node6""","""Node2""","""Node4""","""Node4""","""Node4""","""Node4""","""Node4""","""ARMv8""","""MIPS""","""MIPS""","""MIPS""","""ARMv8""","""MIPS""",0.6666666666666666,0.5,0.5,1.0,0.5,0.6666666666666666,"""PB""","""FCFS""","""PB""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"""Node1""","""Node6""","""Node4""","""Node2""","""Node2""","""Node1""","""Node4""","""Node2""","""Node2""","""Node2""","""Node2""","""ARMv8""","""MIPS""","""MIPS""","""ARMv8""","""Adreno""","""MIPS""",0.6666666666666666,1.0,0.5,1.0,0.5,0.5,"""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"""Node3""","""Node5""","""Node6""","""Node3""","""Node1""","""Node5""","""Node6""","""Node3""","""Node1""","""Node3""","""Node1""","""Adreno""","""Adreno""","""ARMv8""","""MIPS""","""Adreno""","""Adreno""",0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,"""FCFS""","""PB""","""PB""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"""Node3""","""Node6""","""Node4""","""Node3""","""Node1""","""Node6""","""Node3""","""Node3""","""Node3""","""Node3""","""Node3""","""ARMv8""","""ARMv8""","""Adreno""","""Adreno""","""Adreno""","""Adreno""",0.6666666666666666,0.5,1.0,0.5,0.5,0.5,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node6""","""Node4""","""Node1""","""Node2""","""Node4""","""Node4""","""Node1""","""Node2""","""Node4""","""Node2""","""Node2""","""MIPS""","""MIPS""","""MIPS""","""MIPS""","""ARMv8""","""Adreno""",1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666666,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node1""","""Node2""","""Node4""","""Node1""","""Node3""","""Node2""","""Node3""","""Node1""","""Node3""","""Node3""","""Node3""","""MIPS""","""Adreno""","""ARMv8""","""Adreno""","""ARMv8""","""Adreno""",0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,"""PB""","""FCFS""","""FCFS""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"""Node4""","""Node1""","""Node5""","""Node4""","""Node2""","""Node1""","""Node5""","""Node4""","""Node1""","""Node4""","""Node1""","""MIPS""","""Adreno""","""Adreno""","""MIPS""","""Adreno""","""ARMv8""",0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,"""PB""","""FCFS""","""PB""","""PB""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node3""","""Node5""","""Node4""","""Node6""","""Node3""","""Node5""","""Node5""","""Node6""","""Node5""","""Node5""","""Node5""","""ARMv8""","""ARMv8""","""MIPS""","""Adreno""","""MIPS""","""Adreno""",0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""PB""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"""Node6""","""Node5""","""Node2""","""Node6""","""Node5""","""Node5""","""Node3""","""Node6""","""Node5""","""Node3""","""Node5""","""Adreno""","""Adreno""","""Adreno""","""Adreno""","""Adreno""","""ARMv8""",0.5,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,"""PB""","""FCFS""","""FCFS""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"""Node3""","""Node4""","""Node5""","""Node3""","""Node1""","""Node3""","""Node1""","""Node3""","""Node1""","""Node1""","""Node1""","""ARMv8""","""ARMv8""","""MIPS""","""Adreno""","""Adreno""","""Adreno""",1.0,0.5,0.6666666666666666,0.5,0.5,0.5,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node5""","""Node1""","""Node4""","""Node5""","""Node3""","""Node1""","""Node4""","""Node5""","""Node4""","""Node4""","""Node4""","""ARMv8""","""Adreno""","""Adreno""","""MIPS""","""ARMv8""","""MIPS""",0.6666666666666666,0.5,1.0,1.0,1.0,0.5,"""FCFS""","""PB""","""FCFS""","""PB""","""FCFS""","""PB"""
0.004359915343159821,0.04406229181823757,6,"""Node1""","""Node3""","""Node2""","""Node1""","""Node4""","""Node6""","""Node2""","""Node1""","""Node4""","""Node3""","""Node5""","""Adreno""","""MIPS""","""MIPS""","""Adreno""","""MIPS""","""ARMv8""",1.0,1.0,0.5,1.0,0.5,1.0,"""FCFS""","""FCFS""","""PB""","""PB""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node2""","""Node5""","""Node6""","""Node2""","""Node1""","""Node5""","""Node5""","""Node5""","""Node5""","""Node5""","""Node5""","""MIPS""","""Adreno""","""ARMv8""","""MIPS""","""MIPS""","""ARMv8""",0.5,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,"""PB""","""FCFS""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"""Node6""","""Node5""","""Node1""","""Node6""","""Node6""","""Node2""","""Node5""","""Node6""","""Node2""","""Node1""","""Node2""","""ARMv8""","""Adreno""","""Adreno""","""ARMv8""","""MIPS""","""ARMv8""",0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.5,1.0,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node2""","""Node5""","""Node3""","""Node2""","""Node6""","""Node5""","""Node6""","""Node2""","""Node6""","""Node3""","""Node5""","""Adreno""","""ARMv8""","""MIPS""","""Adreno""","""ARMv8""","""ARMv8""",0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,1.0,"""FCFS""","""PB""","""FCFS""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"""Node5""","""Node4""","""Node1""","""Node5""","""Node3""","""Node4""","""Node3""","""Node1""","""Node3""","""Node4""","""Node3""","""MIPS""","""Adreno""","""MIPS""","""ARMv8""","""Adreno""","""ARMv8""",0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,"""PB""","""FCFS""","""FCFS""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"""Node4""","""Node2""","""Node6""","""Node4""","""Node1""","""Node2""","""Node6""","""Node2""","""Node4""","""Node6""","""Node4""","""MIPS""","""MIPS""","""Adreno""","""Adreno""","""ARMv8""","""MIPS""",0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,"""PB""","""PB""","""PB""","""PB""","""PB""","""FCFS"""
0.00449044543548635,0.048109062607061374,5,"""Node5""","""Node5""","""Node4""","""Node6""","""Node1""","""Node3""","""Node5""","""Node6""","""Node4""","""Node6""","""Node4""","""Adreno""","""MIPS""","""Adreno""","""ARMv8""","""MIPS""","""ARMv8""",0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,1.0,"""FCFS""","""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS"""
0.0037642368850714296,0.042001536289979415,5,"""Node5""","""Node4""","""Node5""","""Node2""","""Node6""","""Node3""","""Node4""","""Node2""","""Node5""","""Node2""","""Node5""","""Adreno""","""MIPS""","""MIPS""","""Adreno""","""Adreno""","""ARMv8""",0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,"""PB""","""PB""","""PB""","""PB""","""PB""","""FCFS"""
