Latency,PowerConsumption,Number of Processors,Combined Tasks,MapTask1To,MapTask2To,MapTask3To,MapTask4To,MapTask5To,MapTask6To,MapTask7To,"	MapTask8To",MapTask9To,MapTask10To,MapTask11To,NodeProcessorType1,NodeProcessorType2,NodeProcessorType3,NodeProcessorType4,NodeProcessorType5,NodeProcessorType6,VSF1,VSF2,VSF3,VSF4,VSF5,VSF6,OSPolicy1,OSPolicy2,OSPolicy3,OSPolicy4,OSPolicy5,OSPolicy6
0.005380016,0.037584656,5,"(8, 8)","""Node4""","""Node2""","""Node5""","""Node4""","""Node2""","""Node6""","""Node1""","""Node4""","""Node6""","""Node1""","""Node1""","""MIPS""","""MIPS""","""ARMv8""","""Adreno""","""MIPS""","""MIPS""",1,1,0.666666667,1,0.5,1,"""FCFS""","""FCFS""","""FCFS""","""FCFS""","""PB""","""FCFS"""
0.00505664,0.03772534,5,"(4, 4)","""Node6""","""Node1""","""Node4""","""Node6""","""Node3""","""Node1""","""Node4""","""Node6""","""Node5""","""Node3""","""Node3""","""MIPS""","""ARMv8""","""MIPS""","""Adreno""","""MIPS""","""MIPS""",1,0.25,1,1,1,1,"""PB""","""FCFS""","""FCFS""","""PB""","""FCFS""","""PB"""
0.005074034,0.037902454,6,"(6, 6)","""Node6""","""Node6""","""Node5""","""Node3""","""Node4""","""Node3""","""Node1""","""Node2""","""Node2""","""Node1""","""Node1""","""MIPS""","""MIPS""","""MIPS""","""Adreno""","""Adreno""","""Adreno""",1,1,0.666666667,1,0.5,1,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB"""
0.005311923,0.038145816,5,"(3, 3)","""Node1""","""Node4""","""Node2""","""Node1""","""Node4""","""Node5""","""Node6""","""Node5""","""Node5""","""Node6""","""Node6""","""Adreno""","""Adreno""","""Adreno""","""MIPS""","""MIPS""","""MIPS""",1,1,0.666666667,1,1,1,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS"""
0.005311923,0.038145816,5,"(3, 3)","""Node1""","""Node4""","""Node2""","""Node1""","""Node4""","""Node5""","""Node6""","""Node5""","""Node5""","""Node6""","""Node6""","""Adreno""","""Adreno""","""Adreno""","""MIPS""","""MIPS""","""MIPS""",1,1,0.666666667,1,1,1,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS"""
0.005500368,0.038155395,4,"(6, 8)","""Node6""","""Node6""","""Node5""","""Node6""","""Node1""","""Node3""","""Node5""","""Node6""","""Node1""","""Node3""","""Node3""","""MIPS""","""ARMv8""","""MIPS""","""Adreno""","""MIPS""","""MIPS""",1,0.25,1,1,1,1,"""PB""","""FCFS""","""FCFS""","""PB""","""PB""","""PB"""
0.005084685,0.038267153,5,"(7, 8)","""Node4""","""Node4""","""Node6""","""Node4""","""Node2""","""Node3""","""Node6""","""Node2""","""Node2""","""Node1""","""Node1""","""MIPS""","""MIPS""","""ARMv8""","""MIPS""","""MIPS""","""MIPS""",1,1,0.666666667,1,0.5,1,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB"""
0.00579895,0.038341419,5,"(5, 8)","""Node1""","""Node4""","""Node5""","""Node1""","""Node4""","""Node6""","""Node2""","""Node2""","""Node6""","""Node2""","""Node2""","""Adreno""","""MIPS""","""ARMv8""","""Adreno""","""MIPS""","""MIPS""",0.666666667,1,0.666666667,1,0.5,1,"""FCFS""","""FCFS""","""PB""","""FCFS""","""PB""","""FCFS"""
0.005604464,0.038379874,5,"(7, 7)","""Node1""","""Node1""","""Node4""","""Node1""","""Node6""","""Node5""","""Node2""","""Node4""","""Node6""","""Node2""","""Node2""","""MIPS""","""MIPS""","""Adreno""","""Adreno""","""MIPS""","""MIPS""",1,1,1,1,0.666666667,1,"""FCFS""","""FCFS""","""FCFS""","""FCFS""","""PB""","""PB"""
0.005821862,0.038422228,6,"(7, 8)","""Node3""","""Node1""","""Node1""","""Node2""","""Node5""","""Node6""","""Node2""","""Node5""","""Node4""","""Node6""","""Node6""","""Adreno""","""MIPS""","""Adreno""","""MIPS""","""Adreno""","""MIPS""",1,1,1,1,0.666666667,1,"""FCFS""","""FCFS""","""PB""","""FCFS""","""PB""","""FCFS"""
0.006459991,0.038492734,6,"(4, 4)","""Node5""","""Node2""","""Node3""","""Node2""","""Node4""","""Node6""","""Node1""","""Node3""","""Node6""","""Node1""","""Node1""","""MIPS""","""MIPS""","""ARMv8""","""Adreno""","""MIPS""","""MIPS""",1,1,0.666666667,0.666666667,0.5,1,"""FCFS""","""FCFS""","""PB""","""FCFS""","""PB""","""FCFS"""
0.005300462,0.038519551,6,"(5, 8)","""Node4""","""Node5""","""Node3""","""Node4""","""Node1""","""Node6""","""Node3""","""Node1""","""Node2""","""Node6""","""Node6""","""Adreno""","""MIPS""","""Adreno""","""Adreno""","""MIPS""","""MIPS""",1,1,1,1,0.5,1,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
0.004428562,0.038549121,5,"(6, 6)","""Node5""","""Node1""","""Node4""","""Node5""","""Node6""","""Node1""","""Node3""","""Node4""","""Node6""","""Node3""","""Node3""","""MIPS""","""ARMv8""","""MIPS""","""MIPS""","""ARMv8""","""MIPS""",1,0.25,1,0.666666667,1,1,"""PB""","""FCFS""","""FCFS""","""PB""","""FCFS""","""PB"""
0.004319074,0.0385905,6,"(7, 7)","""Node3""","""Node5""","""Node1""","""Node3""","""Node4""","""Node5""","""Node2""","""Node6""","""Node2""","""Node2""","""Node2""","""Adreno""","""MIPS""","""Adreno""","""MIPS""","""MIPS""","""MIPS""",1,1,1,1,1,0.666666667,"""FCFS""","""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS"""
0.004666999,0.038649833,6,"(6, 6)","""Node1""","""Node6""","""Node1""","""Node1""","""Node5""","""Node3""","""Node6""","""Node3""","""Node2""","""Node4""","""Node2""","""Adreno""","""MIPS""","""Adreno""","""Adreno""","""Adreno""","""MIPS""",1,1,0.666666667,1,0.666666667,1,"""FCFS""","""FCFS""","""FCFS""","""PB""","""PB""","""PB"""
0.005458508,0.038674393,6,"(5, 8)","""Node3""","""Node2""","""Node2""","""Node4""","""Node1""","""Node6""","""Node2""","""Node4""","""Node5""","""Node6""","""Node6""","""Adreno""","""MIPS""","""ARMv8""","""Adreno""","""MIPS""","""MIPS""",1,1,0.666666667,1,0.666666667,1,"""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""PB"""
0.004830343,0.038757844,5,"(4, 4)","""Node3""","""Node2""","""Node1""","""Node3""","""Node5""","""Node2""","""Node1""","""Node6""","""Node5""","""Node6""","""Node6""","""Adreno""","""MIPS""","""ARMv8""","""Adreno""","""MIPS""","""MIPS""",1,1,0.666666667,1,1,1,"""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""","""PB"""
0.0064042,0.038796538,6,"(5, 5)","""Node4""","""Node6""","""Node1""","""Node4""","""Node6""","""Node2""","""Node1""","""Node3""","""Node3""","""Node5""","""Node5""","""MIPS""","""MIPS""","""MIPS""","""Adreno""","""ARMv8""","""MIPS""",1,1,1,1,1,1,"""PB""","""FCFS""","""FCFS""","""PB""","""PB""","""FCFS"""
0.006044518,0.038840128,5,"(7, 8)","""Node1""","""Node4""","""Node1""","""Node1""","""Node6""","""Node4""","""Node3""","""Node4""","""Node5""","""Node3""","""Node6""","""MIPS""","""MIPS""","""MIPS""","""MIPS""","""Adreno""","""MIPS""",1,0.25,1,1,1,1,"""PB""","""FCFS""","""FCFS""","""PB""","""PB""","""PB"""
0.005109751,0.038946449,5,"(3, 3)","""Node4""","""Node6""","""Node6""","""Node4""","""Node1""","""Node2""","""Node6""","""Node6""","""Node5""","""Node1""","""Node1""","""MIPS""","""MIPS""","""Adreno""","""MIPS""","""MIPS""","""MIPS""",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""PB"""
0.005739592,0.038949057,6,"(5, 5)","""Node3""","""Node2""","""Node5""","""Node2""","""Node4""","""Node1""","""Node6""","""Node2""","""Node4""","""Node6""","""Node6""","""Adreno""","""Adreno""","""Adreno""","""MIPS""","""Adreno""","""MIPS""",1,1,0.666666667,1,0.5,1,"""FCFS""","""FCFS""","""FCFS""","""FCFS""","""PB""","""FCFS"""
0.0047104,0.038951661,6,"(5, 8)","""Node1""","""Node5""","""Node2""","""Node1""","""Node6""","""Node4""","""Node5""","""Node3""","""Node3""","""Node4""","""Node6""","""Adreno""","""MIPS""","""ARMv8""","""MIPS""","""MIPS""","""MIPS""",1,0.666666667,1,1,0.666666667,1,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""PB"""
0.003512793,0.038961551,5,"(7, 8)","""Node1""","""Node3""","""Node1""","""Node6""","""Node5""","""Node3""","""Node1""","""Node6""","""Node5""","""Node4""","""Node4""","""MIPS""","""ARMv8""","""MIPS""","""Adreno""","""MIPS""","""MIPS""",1,0.25,1,1,1,1,"""FCFS""","""FCFS""","""FCFS""","""PB""","""PB""","""PB"""
0.005263662,0.039049395,6,"(7, 8)","""Node3""","""Node1""","""Node6""","""Node1""","""Node2""","""Node5""","""Node6""","""Node2""","""Node4""","""Node5""","""Node5""","""Adreno""","""Adreno""","""MIPS""","""MIPS""","""MIPS""","""MIPS""",1,1,0.666666667,1,1,1,"""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""","""FCFS"""
0.0046663,0.039111737,5,"(6, 6)","""Node6""","""Node2""","""Node1""","""Node6""","""Node2""","""Node3""","""Node1""","""Node1""","""Node4""","""Node3""","""Node3""","""Adreno""","""MIPS""","""MIPS""","""Adreno""","""MIPS""","""Adreno""",1,1,1,1,0.5,1,"""FCFS""","""FCFS""","""PB""","""FCFS""","""PB""","""PB"""
0.005214183,0.039120693,5,"(7, 8)","""Node2""","""Node1""","""Node5""","""Node2""","""Node1""","""Node4""","""Node6""","""Node2""","""Node4""","""Node6""","""Node6""","""Adreno""","""Adreno""","""MIPS""","""MIPS""","""Adreno""","""MIPS""",1,1,0.666666667,1,1,1,"""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""","""FCFS"""
0.005923825,0.039128401,5,"(4, 4)","""Node3""","""Node4""","""Node4""","""Node2""","""Node6""","""Node5""","""Node2""","""Node3""","""Node5""","""Node6""","""Node6""","""Adreno""","""Adreno""","""Adreno""","""MIPS""","""MIPS""","""MIPS""",1,1,0.666666667,1,1,1,"""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""","""FCFS"""
0.005303622,0.039134453,6,"(8, 8)","""Node2""","""Node6""","""Node1""","""Node6""","""Node4""","""Node5""","""Node1""","""Node6""","""Node5""","""Node3""","""Node3""","""MIPS""","""MIPS""","""MIPS""","""Adreno""","""MIPS""","""MIPS""",1,0.25,1,1,1,1,"""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""","""PB"""
0.005135926,0.039288618,5,"(7, 8)","""Node4""","""Node1""","""Node1""","""Node4""","""Node6""","""Node3""","""Node1""","""Node5""","""Node3""","""Node5""","""Node5""","""MIPS""","""ARMv8""","""MIPS""","""Adreno""","""ARMv8""","""MIPS""",1,0.25,1,1,1,1,"""FCFS""","""FCFS""","""FCFS""","""PB""","""FCFS""","""PB"""
