Latency,PowerConsumption,Number of Processors,MapTask1To,MapTask2To,MapTask3To,MapTask4To,MapTask5To,MapTask6To,MapTask7To,	MapTask8To,MapTask9To,MapTask10To,MapTask11To,NodeProcessorType1,NodeProcessorType2,NodeProcessorType3,NodeProcessorType4,NodeProcessorType5,NodeProcessorType6,VSF1,VSF2,VSF3,VSF4,VSF5,VSF6,OSPolicy1,OSPolicy2,OSPolicy3,OSPolicy4,OSPolicy5,OSPolicy6
0.00499777141539463,0.040858797016771066,6,"""Node4""","""Node1""","""Node3""","""Node5""","""Node2""","""Node6""","""Node1""","""Node5""","""Node3""","""Node5""","""Node3""","""MIPS""","""Adreno""","""MIPS""","""Adreno""","""Adreno""","""Adreno""",0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,"""FCFS""","""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS"""
0.0048020771541771,0.045570647698138816,6,"""Node6""","""Node4""","""Node3""","""Node2""","""Node5""","""Node1""","""Node4""","""Node2""","""Node6""","""Node2""","""Node6""","""Adreno""","""Adreno""","""ARMv8""","""ARMv8""","""Adreno""","""MIPS""",0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,"""PB""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node4""","""Node5""","""Node3""","""Node4""","""Node2""","""Node5""","""Node3""","""Node5""","""Node2""","""Node3""","""Node2""","""MIPS""","""ARMv8""","""MIPS""","""MIPS""","""MIPS""","""ARMv8""",0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB"""
0.00437676574769775,0.047988931664402185,6,"""Node5""","""Node2""","""Node4""","""Node5""","""Node1""","""Node6""","""Node3""","""Node4""","""Node2""","""Node2""","""Node2""","""Adreno""","""ARMv8""","""ARMv8""","""ARMv8""","""Adreno""","""Adreno""",0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,"""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""","""PB"""
99999.0,99999.0,99999,"""Node3""","""Node6""","""Node2""","""Node1""","""Node3""","""Node6""","""Node2""","""Node1""","""Node3""","""Node2""","""Node3""","""MIPS""","""ARMv8""","""Adreno""","""MIPS""","""ARMv8""","""Adreno""",0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,"""FCFS""","""PB""","""FCFS""","""PB""","""FCFS""","""FCFS"""
0.00522470359817411,0.047033101553714166,5,"""Node4""","""Node6""","""Node1""","""Node4""","""Node2""","""Node3""","""Node6""","""Node1""","""Node4""","""Node6""","""Node4""","""Adreno""","""ARMv8""","""Adreno""","""MIPS""","""MIPS""","""ARMv8""",1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,"""PB""","""FCFS""","""FCFS""","""PB""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node6""","""Node5""","""Node3""","""Node6""","""Node1""","""Node5""","""Node1""","""Node6""","""Node1""","""Node1""","""Node6""","""MIPS""","""ARMv8""","""MIPS""","""ARMv8""","""MIPS""","""MIPS""",1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,"""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""PB"""
0.004330902098967621,0.044638504986473086,5,"""Node2""","""Node3""","""Node1""","""Node2""","""Node5""","""Node6""","""Node3""","""Node2""","""Node1""","""Node5""","""Node1""","""MIPS""","""ARMv8""","""Adreno""","""Adreno""","""Adreno""","""Adreno""",1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,"""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"""Node4""","""Node2""","""Node5""","""Node4""","""Node3""","""Node2""","""Node5""","""Node4""","""Node2""","""Node4""","""Node2""","""Adreno""","""Adreno""","""MIPS""","""ARMv8""","""MIPS""","""MIPS""",1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,"""FCFS""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00452356484787016,0.04010537029525784,5,"""Node5""","""Node1""","""Node5""","""Node4""","""Node3""","""Node6""","""Node5""","""Node4""","""Node1""","""Node4""","""Node1""","""MIPS""","""Adreno""","""MIPS""","""MIPS""","""MIPS""","""Adreno""",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""FCFS""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"""Node4""","""Node5""","""Node6""","""Node4""","""Node4""","""Node5""","""Node6""","""Node3""","""Node6""","""Node6""","""Node6""","""Adreno""","""ARMv8""","""MIPS""","""MIPS""","""MIPS""","""MIPS""",0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,"""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS"""
0.0043117881303138894,0.048070069543228566,6,"""Node2""","""Node5""","""Node3""","""Node1""","""Node4""","""Node6""","""Node2""","""Node1""","""Node2""","""Node3""","""Node3""","""Adreno""","""MIPS""","""ARMv8""","""Adreno""","""MIPS""","""ARMv8""",1.0,1.0,1.0,1.0,0.6666666666666666,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB"""
0.0035925264490490705,0.04725194094444099,6,"""Node1""","""Node5""","""Node4""","""Node2""","""Node3""","""Node6""","""Node5""","""Node2""","""Node3""","""Node6""","""Node3""","""Adreno""","""ARMv8""","""Adreno""","""ARMv8""","""MIPS""","""ARMv8""",0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
0.003908372923086921,0.04411269328914645,6,"""Node5""","""Node4""","""Node6""","""Node2""","""Node1""","""Node3""","""Node6""","""Node2""","""Node5""","""Node4""","""Node5""","""Adreno""","""ARMv8""","""MIPS""","""Adreno""","""MIPS""","""MIPS""",1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,"""PB""","""FCFS""","""PB""","""FCFS""","""PB""","""FCFS"""
0.00423033721023418,0.043620248464044005,6,"""Node6""","""Node3""","""Node2""","""Node6""","""Node5""","""Node1""","""Node3""","""Node6""","""Node5""","""Node4""","""Node5""","""ARMv8""","""Adreno""","""Adreno""","""Adreno""","""Adreno""","""Adreno""",0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""PB"""
0.0037907666496461,0.046534561423257584,5,"""Node2""","""Node6""","""Node1""","""Node2""","""Node4""","""Node6""","""Node1""","""Node5""","""Node2""","""Node1""","""Node2""","""ARMv8""","""Adreno""","""ARMv8""","""Adreno""","""MIPS""","""ARMv8""",1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,"""PB""","""PB""","""PB""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"""Node6""","""Node5""","""Node1""","""Node6""","""Node3""","""Node5""","""Node1""","""Node6""","""Node3""","""Node1""","""Node3""","""MIPS""","""Adreno""","""MIPS""","""ARMv8""","""ARMv8""","""MIPS""",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""PB"""
99999.0,99999.0,99999,"""Node4""","""Node6""","""Node1""","""Node3""","""Node4""","""Node6""","""Node3""","""Node1""","""Node3""","""Node1""","""Node1""","""MIPS""","""Adreno""","""MIPS""","""Adreno""","""ARMv8""","""ARMv8""",0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,"""FCFS""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00375934697589128,0.0474433049986968,6,"""Node4""","""Node2""","""Node5""","""Node4""","""Node1""","""Node2""","""Node6""","""Node3""","""Node6""","""Node3""","""Node3""","""ARMv8""","""ARMv8""","""ARMv8""","""Adreno""","""Adreno""","""ARMv8""",1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,"""FCFS""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"""Node5""","""Node6""","""Node1""","""Node5""","""Node5""","""Node4""","""Node6""","""Node1""","""Node5""","""Node1""","""Node5""","""MIPS""","""MIPS""","""Adreno""","""MIPS""","""MIPS""","""MIPS""",1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,"""FCFS""","""PB""","""FCFS""","""PB""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"""Node2""","""Node6""","""Node3""","""Node2""","""Node1""","""Node2""","""Node3""","""Node2""","""Node6""","""Node2""","""Node6""","""MIPS""","""MIPS""","""Adreno""","""Adreno""","""MIPS""","""MIPS""",0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS"""
0.00356709100453439,0.047749759033398974,5,"""Node5""","""Node4""","""Node3""","""Node2""","""Node5""","""Node4""","""Node1""","""Node2""","""Node1""","""Node1""","""Node1""","""Adreno""","""Adreno""","""ARMv8""","""MIPS""","""ARMv8""","""ARMv8""",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS"""
