Latency,PowerConsumption,Number of Processors,Combined Tasks,MapTask1To,MapTask2To,MapTask3To,MapTask4To,MapTask5To,MapTask6To,MapTask7To,	MapTask8To,MapTask9To,MapTask10To,MapTask11To,NodeProcessorTypeDistribution,VSF1,VSF2,VSF3,VSF4,VSF5,VSF6,OSPolicy1,OSPolicy2,OSPolicy3,OSPolicy4,OSPolicy5,OSPolicy6,pareto rank,no_1.0_VSFS,no_MIPS,no_Adreno,no_ARMv8
0.0039326706979122,0.04099428081041378,6,"(3, 4)","""Node6""","""Node3""","""Node6""","""Node1""","""Node1""","""Node4""","""Node2""","""Node6""","""Node1""","""Node5""","""Node5""","(3, 3, 0)",1.0,1.0,0.5,1.0,1.0,1.0,"""PB""","""PB""","""FCFS""","""FCFS""","""PB""","""FCFS""",15,0.5,3,3,0
0.00577129649806402,0.04269781131705621,6,"(6, 8)","""Node5""","""Node1""","""Node6""","""Node5""","""Node2""","""Node1""","""Node6""","""Node2""","""Node4""","""Node3""","""Node3""","(6, 0, 0)",1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""FCFS""",39,0.3333333333333333,6,0,0
0.004736517684235529,0.049134514286745166,4,"(1, 1)","""Node3""","""Node1""","""Node2""","""Node4""","""Node3""","""Node1""","""Node2""","""Node4""","""Node2""","""Node4""","""Node4""","(1, 1, 2)",1.0,1.0,1.0,1.0,0.6666666666666666,0.25,"""PB""","""FCFS""","""PB""","""FCFS""","""PB""","""PB""",13,0.5,1,1,2
0.00457172678527006,0.04569084044244357,5,"(1, 1)","""Node6""","""Node1""","""Node6""","""Node6""","""Node4""","""Node5""","""Node1""","""Node2""","""Node4""","""Node2""","""Node5""","(0, 1, 5)",0.6666666666666666,0.6666666666666666,0.25,1.0,1.0,1.0,"""PB""","""FCFS""","""PB""","""PB""","""FCFS""","""PB""",19,0.3333333333333333,0,1,5
0.004477347621046171,0.045385128256773016,5,"(3, 4)","""Node4""","""Node2""","""Node5""","""Node5""","""Node1""","""Node4""","""Node2""","""Node5""","""Node1""","""Node3""","""Node3""","(4, 1, 0)",1.0,1.0,1.0,1.0,1.0,1.0,"""FCFS""","""PB""","""FCFS""","""PB""","""PB""","""PB""",18,0.8,4,1,0
0.00577129649806402,0.04269781131705621,5,"(5, 8)","""Node3""","""Node2""","""Node3""","""Node3""","""Node5""","""Node1""","""Node2""","""Node5""","""Node4""","""Node2""","""Node5""","(3, 0, 2)",0.6666666666666666,1.0,1.0,1.0,1.0,1.0,"""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""PB""",23,0.8,3,0,2
0.0039326706979122,0.04099428081041378,5,"(6, 8)","""Node4""","""Node3""","""Node4""","""Node3""","""Node2""","""Node5""","""Node4""","""Node4""","""Node2""","""Node5""","""Node1""","(1, 3, 1)",1.0,1.0,0.6666666666666666,1.0,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB""",5,0.6,1,3,1
0.00351777104898961,0.0545544293305649,6,"(1, 1)","""Node4""","""Node1""","""Node2""","""Node4""","""Node3""","""Node6""","""Node2""","""Node5""","""Node3""","""Node5""","""Node5""","(0, 0, 6)",0.5,1.0,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""","""PB""",16,0.5,0,0,6
0.0053636380552876395,0.04541920542673434,6,"(1, 1)","""Node1""","""Node5""","""Node5""","""Node3""","""Node4""","""Node2""","""Node6""","""Node5""","""Node2""","""Node4""","""Node6""","(0, 5, 1)",0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,"""FCFS""","""FCFS""","""PB""","""PB""","""FCFS""","""PB""",47,0.3333333333333333,0,5,1
0.00544726740772235,0.042517493376303006,6,"(3, 4)","""Node3""","""Node2""","""Node1""","""Node3""","""Node4""","""Node5""","""Node2""","""Node6""","""Node5""","""Node4""","""Node4""","(3, 3, 0)",0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,"""FCFS""","""PB""","""PB""","""PB""","""FCFS""","""PB""",37,0.3333333333333333,3,3,0
0.00450709066480191,0.04170076638491413,6,"(1, 1)","""Node5""","""Node6""","""Node5""","""Node4""","""Node2""","""Node6""","""Node1""","""Node3""","""Node4""","""Node1""","""Node3""","(3, 3, 0)",1.0,1.0,1.0,1.0,0.6666666666666666,1.0,"""PB""","""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS""",23,0.5,3,3,0
0.0037450872805495296,0.05572426537001898,5,"(1, 1)","""Node2""","""Node4""","""Node2""","""Node3""","""Node5""","""Node4""","""Node2""","""Node3""","""Node4""","""Node3""","""Node1""","(0, 1, 5)",0.25,1.0,1.0,1.0,1.0,0.25,"""FCFS""","""PB""","""PB""","""PB""","""PB""","""PB""",11,0.5,0,1,5
0.0035565882881219103,0.0402070978164455,5,"(1, 1)","""Node5""","""Node3""","""Node1""","""Node5""","""Node6""","""Node3""","""Node4""","""Node1""","""Node6""","""Node3""","""Node6""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",1,0.5,3,3,0
0.00504973953358644,0.04002006200736891,6,"(3, 4)","""Node5""","""Node3""","""Node6""","""Node1""","""Node2""","""Node4""","""Node5""","""Node3""","""Node4""","""Node2""","""Node2""","(3, 3, 0)",0.5,1.0,0.6666666666666666,1.0,1.0,1.0,"""FCFS""","""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""",12,0.5,3,3,0
0.00420197827459258,0.05234457542751342,6,"(1, 1)","""Node3""","""Node2""","""Node3""","""Node3""","""Node5""","""Node6""","""Node4""","""Node4""","""Node5""","""Node6""","""Node1""","(0, 3, 3)",0.5,0.25,1.0,1.0,1.0,1.0,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""",29,0.6666666666666666,0,3,3
0.00319854163340522,0.049655179672847057,6,"(1, 1)","""Node1""","""Node5""","""Node2""","""Node1""","""Node6""","""Node5""","""Node3""","""Node4""","""Node3""","""Node4""","""Node4""","(0, 3, 3)",1.0,0.6666666666666666,1.0,1.0,1.0,1.0,"""FCFS""","""FCFS""","""PB""","""PB""","""FCFS""","""PB""",2,0.6666666666666666,0,3,3
0.00577129649806402,0.04269781131705621,5,"(1, 1)","""Node4""","""Node3""","""Node1""","""Node4""","""Node5""","""Node3""","""Node2""","""Node4""","""Node5""","""Node2""","""Node5""","(3, 0, 2)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""FCFS""","""PB""","""FCFS""","""FCFS""",24,0.8,3,0,2
0.005350004735917621,0.03779797543330261,5,"(6, 8)","""Node4""","""Node5""","""Node4""","""Node4""","""Node2""","""Node5""","""Node1""","""Node3""","""Node2""","""Node3""","""Node3""","(6, 0, 0)",1.0,1.0,1.0,1.0,1.0,0.25,"""FCFS""","""PB""","""FCFS""","""PB""","""PB""","""PB""",2,0.5,6,0,0
0.00456295776014983,0.04369280337667468,6,"(1, 1)","""Node3""","""Node2""","""Node3""","""Node6""","""Node5""","""Node1""","""Node4""","""Node4""","""Node5""","""Node4""","""Node5""","(3, 3, 0)",0.6666666666666666,0.25,0.6666666666666666,1.0,1.0,1.0,"""FCFS""","""FCFS""","""FCFS""","""FCFS""","""PB""","""FCFS""",33,0.5,3,3,0
0.00457172678527006,0.04569084044244357,5,"(1, 1)","""Node1""","""Node1""","""Node2""","""Node1""","""Node4""","""Node3""","""Node3""","""Node2""","""Node5""","""Node2""","""Node4""","(1, 3, 1)",1.0,1.0,1.0,1.0,0.6666666666666666,1.0,"""FCFS""","""PB""","""FCFS""","""PB""","""FCFS""","""PB""",20,0.6,1,3,1
0.00598094558975367,0.03859445261406503,5,"(6, 8)","""Node3""","""Node4""","""Node1""","""Node1""","""Node2""","""Node6""","""Node4""","""Node2""","""Node2""","""Node6""","""Node2""","(6, 0, 0)",1.0,1.0,0.25,0.6666666666666666,0.25,1.0,"""FCFS""","""PB""","""PB""","""PB""","""PB""","""FCFS""",3,0.16666666666666666,6,0,0
0.00521079141187388,0.05193425501048286,5,"(6, 8)","""Node4""","""Node2""","""Node4""","""Node4""","""Node3""","""Node5""","""Node2""","""Node2""","""Node3""","""Node5""","""Node1""","(1, 3, 1)",1.0,1.0,1.0,1.0,1.0,0.6666666666666666,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS""",24,0.6,1,3,1
0.00490005155059281,0.0389078144857665,5,"(6, 8)","""Node5""","""Node1""","""Node5""","""Node5""","""Node4""","""Node1""","""Node2""","""Node4""","""Node4""","""Node2""","""Node6""","(4, 2, 0)",1.0,1.0,0.25,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""FCFS""","""PB""",3,0.3333333333333333,4,2,0
0.00487017261539471,0.03823839704728031,5,"(7, 8)","""Node4""","""Node6""","""Node6""","""Node4""","""Node1""","""Node5""","""Node3""","""Node1""","""Node1""","""Node3""","""Node5""","(6, 0, 0)",1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS""",2,0.5,6,0,0
0.003974314061234521,0.05426384391807188,6,"(1, 1)","""Node1""","""Node2""","""Node4""","""Node1""","""Node6""","""Node5""","""Node3""","""Node4""","""Node5""","""Node3""","""Node3""","(0, 0, 6)",0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""FCFS""","""PB""",29,0.6666666666666666,0,0,6
0.00416837667091254,0.04313829223003583,5,"(1, 1)","""Node4""","""Node5""","""Node1""","""Node4""","""Node6""","""Node3""","""Node5""","""Node5""","""Node3""","""Node6""","""Node3""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""PB""","""FCFS""","""PB""",12,0.5,3,3,0
0.00480529336130545,0.042532150645971684,5,"(1, 1)","""Node1""","""Node1""","""Node3""","""Node1""","""Node6""","""Node5""","""Node4""","""Node3""","""Node6""","""Node5""","""Node4""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",15,0.5,3,3,0
0.0043848272153946795,0.04266527095596196,6,"(1, 1)","""Node4""","""Node3""","""Node5""","""Node4""","""Node6""","""Node3""","""Node1""","""Node5""","""Node6""","""Node1""","""Node2""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",26,0.5,3,3,0
0.005545245757119561,0.04327479094704383,6,"(1, 1)","""Node6""","""Node3""","""Node6""","""Node6""","""Node5""","""Node3""","""Node1""","""Node4""","""Node5""","""Node1""","""Node2""","(3, 3, 0)",0.6666666666666666,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",45,0.5,3,3,0
0.00437731644362982,0.04231171718356425,5,"(1, 1)","""Node5""","""Node6""","""Node5""","""Node5""","""Node1""","""Node3""","""Node6""","""Node4""","""Node1""","""Node3""","""Node4""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""",10,0.5,3,3,0
0.00467357861826189,0.04377546372540767,6,"(1, 1)","""Node4""","""Node1""","""Node5""","""Node4""","""Node3""","""Node6""","""Node1""","""Node5""","""Node6""","""Node5""","""Node2""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""",35,0.5,3,3,0
0.00428591642932358,0.05531409701699458,6,"(1, 1)","""Node5""","""Node2""","""Node5""","""Node5""","""Node6""","""Node3""","""Node1""","""Node4""","""Node3""","""Node6""","""Node1""","(0, 1, 5)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB""",33,0.5,0,1,5
0.00394957027412592,0.04260668967674133,5,"(1, 1)","""Node5""","""Node5""","""Node2""","""Node5""","""Node6""","""Node3""","""Node4""","""Node2""","""Node3""","""Node6""","""Node4""","(3, 3, 0)",0.5,1.0,1.0,1.0,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",10,0.5,3,3,0
0.0039275598778655395,0.0401635553945306,6,"(1, 1)","""Node6""","""Node6""","""Node3""","""Node6""","""Node2""","""Node5""","""Node4""","""Node3""","""Node1""","""Node4""","""Node1""","(3, 3, 0)",1.0,1.0,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS""",7,0.5,3,3,0
0.00510952534135591,0.04335598873307176,5,"(1, 1)","""Node1""","""Node5""","""Node5""","""Node1""","""Node3""","""Node6""","""Node4""","""Node5""","""Node6""","""Node4""","""Node6""","(3, 3, 0)",0.6666666666666666,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",19,0.5,3,3,0
0.00494883356808549,0.04396520054574452,5,"(1, 1)","""Node3""","""Node1""","""Node6""","""Node3""","""Node5""","""Node4""","""Node1""","""Node6""","""Node5""","""Node6""","""Node5""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",19,0.5,3,3,0
0.00408102210980025,0.04192177986583462,5,"(1, 1)","""Node6""","""Node1""","""Node6""","""Node6""","""Node3""","""Node1""","""Node5""","""Node4""","""Node5""","""Node5""","""Node5""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS""",9,0.5,3,3,0
0.0038704363067699602,0.04284261759171167,6,"(1, 1)","""Node6""","""Node6""","""Node5""","""Node6""","""Node1""","""Node3""","""Node4""","""Node5""","""Node2""","""Node3""","""Node2""","(3, 3, 0)",1.0,1.0,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""PB""","""PB""","""PB""",21,0.5,3,3,0
0.0036802051979521796,0.04084420410134347,5,"(1, 1)","""Node5""","""Node5""","""Node5""","""Node1""","""Node3""","""Node6""","""Node5""","""Node1""","""Node3""","""Node4""","""Node4""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""PB""","""FCFS""","""PB""",3,0.5,3,3,0
0.00405927046294715,0.043634554422251566,5,"(1, 1)","""Node5""","""Node4""","""Node5""","""Node5""","""Node6""","""Node1""","""Node3""","""Node4""","""Node6""","""Node1""","""Node3""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB""",14,0.5,3,3,0
0.00465262855477859,0.042684554204894525,6,"(1, 1)","""Node3""","""Node6""","""Node1""","""Node3""","""Node5""","""Node2""","""Node4""","""Node6""","""Node5""","""Node2""","""Node5""","(3, 3, 0)",1.0,1.0,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",32,0.5,3,3,0
0.00379408538112891,0.04272522421372912,6,"(1, 1)","""Node5""","""Node3""","""Node5""","""Node4""","""Node6""","""Node2""","""Node3""","""Node4""","""Node6""","""Node1""","""Node1""","(3, 3, 0)",0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",19,0.6666666666666666,3,3,0
0.0053045070032734795,0.0438804254162112,5,"(1, 1)","""Node3""","""Node5""","""Node6""","""Node3""","""Node1""","""Node5""","""Node4""","""Node6""","""Node1""","""Node5""","""Node4""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""",22,0.5,3,3,0
0.0050076149721280895,0.04100101817178307,6,"(1, 1)","""Node5""","""Node3""","""Node5""","""Node5""","""Node1""","""Node6""","""Node2""","""Node3""","""Node4""","""Node1""","""Node4""","(3, 3, 0)",1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""",21,0.3333333333333333,3,3,0
0.00458577561539467,0.04094003907841973,5,"(1, 1)","""Node5""","""Node4""","""Node3""","""Node5""","""Node6""","""Node1""","""Node4""","""Node3""","""Node1""","""Node3""","""Node1""","(3, 3, 0)",1.0,0.25,1.0,1.0,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB""",9,0.5,3,3,0
0.00516567828905433,0.042896416707921055,6,"(1, 1)","""Node5""","""Node3""","""Node2""","""Node6""","""Node1""","""Node3""","""Node4""","""Node6""","""Node1""","""Node3""","""Node3""","(3, 3, 0)",1.0,0.5,1.0,0.6666666666666666,0.25,1.0,"""PB""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""",40,0.3333333333333333,3,3,0
0.00339640884383289,0.04244473280993888,5,"(1, 1)","""Node6""","""Node4""","""Node5""","""Node6""","""Node1""","""Node3""","""Node4""","""Node5""","""Node3""","""Node4""","""Node3""","(3, 3, 0)",1.0,0.25,1.0,1.0,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",4,0.5,3,3,0
0.00435038912962385,0.040351376842974594,6,"(1, 1)","""Node6""","""Node2""","""Node4""","""Node1""","""Node6""","""Node2""","""Node5""","""Node1""","""Node5""","""Node3""","""Node3""","(3, 3, 0)",1.0,1.0,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB""",12,0.5,3,3,0
0.00436153659767911,0.042843877507564035,5,"(1, 1)","""Node5""","""Node4""","""Node5""","""Node5""","""Node1""","""Node3""","""Node4""","""Node6""","""Node1""","""Node3""","""Node3""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,0.5,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""PB""",12,0.3333333333333333,3,3,0
0.00448055329017225,0.0529474935221403,6,"(1, 1)","""Node6""","""Node2""","""Node6""","""Node3""","""Node1""","""Node5""","""Node6""","""Node3""","""Node5""","""Node3""","""Node4""","(2, 0, 4)",1.0,0.25,1.0,0.5,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",35,0.5,2,0,4
0.0042974397771662785,0.041097001174519,6,"(1, 1)","""Node4""","""Node1""","""Node5""","""Node4""","""Node6""","""Node1""","""Node2""","""Node3""","""Node6""","""Node3""","""Node2""","(3, 3, 0)",1.0,1.0,1.0,0.6666666666666666,0.5,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",17,0.3333333333333333,3,3,0
0.0035468856778655203,0.044081343179465896,5,"(1, 1)","""Node3""","""Node1""","""Node4""","""Node3""","""Node5""","""Node6""","""Node1""","""Node4""","""Node5""","""Node6""","""Node5""","(3, 3, 0)",1.0,0.25,1.0,1.0,1.0,1.0,"""FCFS""","""FCFS""","""PB""","""FCFS""","""PB""","""FCFS""",6,0.5,3,3,0
0.0044909229972229,0.04419703226500793,5,"(1, 1)","""Node4""","""Node2""","""Node5""","""Node4""","""Node6""","""Node3""","""Node2""","""Node5""","""Node6""","""Node5""","""Node3""","(3, 3, 0)",0.25,1.0,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB""",18,0.3333333333333333,3,3,0
0.00541729455781895,0.04188267903980048,6,"(1, 1)","""Node2""","""Node4""","""Node5""","""Node2""","""Node3""","""Node6""","""Node5""","""Node1""","""Node6""","""Node1""","""Node1""","(3, 3, 0)",1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""",29,0.5,3,3,0
0.0063256430049150785,0.0424500821884836,4,"(1, 1)","""Node6""","""Node6""","""Node3""","""Node6""","""Node5""","""Node1""","""Node1""","""Node3""","""Node5""","""Node3""","""Node5""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",7,0.3333333333333333,3,3,0
0.00422219102425249,0.04054867390999837,5,"(1, 1)","""Node5""","""Node6""","""Node5""","""Node5""","""Node1""","""Node3""","""Node6""","""Node2""","""Node3""","""Node1""","""Node3""","(3, 3, 0)",1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",5,0.3333333333333333,3,3,0
0.00527220817273735,0.04390748475163462,6,"(1, 1)","""Node3""","""Node3""","""Node6""","""Node3""","""Node5""","""Node4""","""Node5""","""Node6""","""Node1""","""Node2""","""Node1""","(3, 3, 0)",0.5,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS""",45,0.5,3,3,0
0.0048405793962704394,0.04423027429566061,6,"(1, 1)","""Node6""","""Node6""","""Node4""","""Node6""","""Node1""","""Node5""","""Node3""","""Node4""","""Node5""","""Node3""","""Node2""","(3, 3, 0)",1.0,0.25,1.0,1.0,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS""",38,0.6666666666666666,3,3,0
0.00396174803735617,0.04116531823871427,5,"(1, 1)","""Node4""","""Node1""","""Node4""","""Node5""","""Node3""","""Node1""","""Node6""","""Node5""","""Node3""","""Node1""","""Node3""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,0.6666666666666666,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",6,0.3333333333333333,3,3,0
0.005539245119031071,0.04222237623217622,5,"(1, 1)","""Node1""","""Node3""","""Node1""","""Node1""","""Node4""","""Node3""","""Node6""","""Node5""","""Node6""","""Node5""","""Node6""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""PB""","""FCFS""","""FCFS""",17,0.5,3,3,0
0.00582769447190579,0.03777869941417093,4,"(3, 4)","""Node2""","""Node1""","""Node2""","""Node4""","""Node4""","""Node3""","""Node1""","""Node2""","""Node3""","""Node3""","""Node4""","(1, 0, 3)",1.0,1.0,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",1,0.75,1,0,3
0.00535836693784676,0.04227318027921592,4,"(1, 1)","""Node3""","""Node4""","""Node3""","""Node3""","""Node1""","""Node4""","""Node3""","""Node3""","""Node1""","""Node1""","""Node2""","(1, 1, 2)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",6,0.75,1,1,2
0.00343403993242098,0.0429882567612602,5,"(1, 1)","""Node6""","""Node1""","""Node5""","""Node6""","""Node4""","""Node3""","""Node1""","""Node5""","""Node3""","""Node4""","""Node3""","(3, 3, 0)",1.0,0.25,1.0,1.0,1.0,1.0,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""",5,0.5,3,3,0
0.0052444959173168,0.041688001023539915,5,"(1, 1)","""Node1""","""Node6""","""Node5""","""Node5""","""Node4""","""Node1""","""Node6""","""Node3""","""Node3""","""Node3""","""Node3""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS""",14,0.5,3,3,0
0.004789170935674421,0.04218170118856725,6,"(1, 1)","""Node6""","""Node5""","""Node6""","""Node6""","""Node4""","""Node5""","""Node1""","""Node3""","""Node1""","""Node1""","""Node2""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""",33,0.5,3,3,0
0.00562343201399608,0.041406359448702516,6,"(1, 1)","""Node4""","""Node5""","""Node3""","""Node4""","""Node1""","""Node5""","""Node6""","""Node3""","""Node1""","""Node6""","""Node2""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",28,0.5,3,3,0
0.00361356900001005,0.041816763104682415,5,"(1, 1)","""Node5""","""Node4""","""Node6""","""Node5""","""Node1""","""Node3""","""Node4""","""Node6""","""Node3""","""Node1""","""Node3""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",5,0.5,3,3,0
0.0034458316620147107,0.041177417544118175,6,"(1, 1)","""Node5""","""Node2""","""Node1""","""Node5""","""Node6""","""Node4""","""Node2""","""Node1""","""Node3""","""Node4""","""Node3""","(3, 3, 0)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",7,0.6666666666666666,3,3,0
0.0046352953683686795,0.04083807587081266,6,"(1, 1)","""Node5""","""Node6""","""Node4""","""Node2""","""Node5""","""Node1""","""Node6""","""Node2""","""Node3""","""Node3""","""Node3""","(3, 3, 0)",1.0,1.0,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB""",18,0.5,3,3,0
0.0035182477424342802,0.042336762449566384,6,"(1, 1)","""Node6""","""Node4""","""Node6""","""Node5""","""Node3""","""Node4""","""Node1""","""Node5""","""Node2""","""Node1""","""Node2""","(3, 3, 0)",1.0,0.6666666666666666,1.0,1.0,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",12,0.6666666666666666,3,3,0
0.00380045432821518,0.042288639016437625,5,"(1, 1)","""Node4""","""Node5""","""Node1""","""Node4""","""Node3""","""Node5""","""Node1""","""Node6""","""Node3""","""Node6""","""Node6""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",8,0.5,3,3,0
0.00519609144920421,0.04284827657804017,5,"(1, 1)","""Node6""","""Node4""","""Node6""","""Node6""","""Node5""","""Node3""","""Node4""","""Node1""","""Node5""","""Node3""","""Node1""","(3, 3, 0)",1.0,0.5,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",17,0.5,3,3,0
0.0053624798088579,0.04310192224186854,6,"(1, 1)","""Node3""","""Node6""","""Node5""","""Node3""","""Node4""","""Node1""","""Node6""","""Node5""","""Node1""","""Node6""","""Node2""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB""",43,0.5,3,3,0
0.0037575197207559796,0.04136518013660774,5,"(1, 1)","""Node4""","""Node5""","""Node1""","""Node4""","""Node6""","""Node5""","""Node1""","""Node3""","""Node6""","""Node3""","""Node3""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",6,0.5,3,3,0
0.004435362028448279,0.041549685872430867,6,"(1, 1)","""Node4""","""Node1""","""Node6""","""Node4""","""Node5""","""Node3""","""Node6""","""Node1""","""Node3""","""Node5""","""Node2""","(3, 3, 0)",1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB""",21,0.5,3,3,0
